#   N    Z    A     X             Y       
    0    1    1   9.23338E-08   9.23338E-08
    1    1    2   9.39347E-11   4.69674E-11
    1    2    3   3.82821E-14   1.27607E-14
    2    2    4   4.30980E-01   1.07745E-01
    3    3    6   7.75855E-15   1.29309E-15
    4    3    7   9.42284E-13   1.34612E-13
    5    4    9   2.07260E-13   2.30289E-14
    5    5   10   3.27115E-17   3.27115E-18
    6    5   11   1.59270E-12   1.44791E-13
    6    6   12   7.14924E-08   5.95770E-09
    7    6   13   6.97731E-10   5.36716E-11
    7    7   14   1.55056E-07   1.10754E-08
    8    7   15   2.45250E-08   1.63500E-09
    8    8   16   1.27343E-06   7.95895E-08
    9    8   17   2.14530E-10   1.26194E-11
   10    8   18   3.84047E-08   2.13359E-09
   10    9   19   4.85539E-08   2.55547E-09
   10   10   20   1.58654E-08   7.93272E-10
   11   10   21   7.32880E-08   3.48990E-09
   12   10   22   1.34830E-07   6.12866E-09
   12   11   23   1.65023E-07   7.17491E-09
   12   12   24   3.31111E-08   1.37963E-09
   13   12   25   1.07833E-07   4.31333E-09
   14   12   26   5.14551E-07   1.97904E-08
   14   13   27   4.76744E-08   1.76572E-09
   14   14   28   1.82632E-07   6.52258E-09
   15   14   29   1.45967E-07   5.03336E-09
   16   14   30   3.08602E-07   1.02867E-08
   16   15   31   1.64775E-07   5.31532E-09
   16   16   32   3.85903E-07   1.20595E-08
   17   16   33   2.95739E-06   8.96179E-08
   18   16   34   7.09545E-06   2.08690E-07
   20   16   36   3.49132E-06   9.69810E-08
   18   17   35   1.08501E-06   3.10002E-08
   20   17   37   4.70434E-06   1.27144E-07
   18   18   36   7.62396E-21   2.11777E-22
   20   18   38   5.82974E-07   1.53414E-08
   22   18   40   1.37091E-06   3.42726E-08
   20   19   39   1.01698E-07   2.60763E-09
   21   19   40   1.78405E-23   4.46014E-25
   22   19   41   1.67230E-05   4.07879E-07
   20   20   40   4.94806E-22   1.23701E-23
   22   20   42   4.10634E-05   9.77700E-07
   23   20   43   2.14616E-05   4.99107E-07
   24   20   44   1.10282E-04   2.50640E-06
   26   20   46   3.18806E-05   6.93056E-07
   28   20   48   1.45986E-05   3.04138E-07
   24   21   45   3.82340E-05   8.49645E-07
   24   22   46   8.13402E-22   1.76826E-23
   25   22   47   2.05750E-05   4.37766E-07
   26   22   48   7.23821E-16   1.50796E-17
   27   22   49   2.54450E-05   5.19286E-07
   28   22   50   1.15915E-04   2.31831E-06
   27   23   50   7.61521E-22   1.52304E-23
   28   23   51   4.46484E-05   8.75458E-07
   26   24   50   3.11283E-22   6.22565E-24
   28   24   52   1.01306E-04   1.94820E-06
   29   24   53   1.25314E-05   2.36442E-07
   30   24   54   1.25504E-05   2.32415E-07
   30   25   55   2.24480E-04   4.08145E-06
   28   26   54   3.02395E-21   5.59992E-23
   30   26   56   1.00037E-04   1.78637E-06
   31   26   57   4.84851E-05   8.50617E-07
   32   26   58   1.14579E-05   1.97550E-07
   32   27   59   3.88699E-05   6.58812E-07
   30   28   58   1.23645E-21   2.13181E-23
   32   28   60   2.46675E-05   4.11125E-07
