#   N    Z    A     X             Y        
    0    1    1   3.71081E-08   3.71081E-08
    1    1    2   3.21065E-12   1.60532E-12
    1    2    3   2.22573E-15   7.41910E-16
    2    2    4   6.07704E-01   1.51926E-01
    3    3    6   1.61889E-16   2.69815E-17
    4    3    7   1.59149E-14   2.27355E-15
    5    4    9   2.92708E-14   3.25231E-15
    5    5   10   7.88995E-19   7.88995E-20
    6    5   11   1.40487E-14   1.27716E-15
    6    6   12   3.47473E-06   2.89561E-07
    7    6   13   3.60439E-09   2.77261E-10
    7    7   14   1.47649E-13   1.05464E-14
    8    7   15   1.90280E-15   1.26853E-16
    8    8   16   1.67789E-07   1.04868E-08
    9    8   17   2.18559E-13   1.28564E-14
   10    8   18   1.73425E-14   9.63470E-16
   10    9   19   1.07720E-15   5.66946E-17
   10   10   20   2.10410E-07   1.05205E-08
   11   10   21   2.30556E-09   1.09789E-10
   12   10   22   1.38068E-11   6.27581E-13
   12   11   23   3.29920E-11   1.43444E-12
   12   12   24   3.00846E-07   1.25352E-08
   13   12   25   3.75677E-08   1.50271E-09
   14   12   26   1.85962E-08   7.15237E-10
   14   13   27   1.11222E-08   4.11934E-10
   14   14   28   4.00890E-07   1.43175E-08
   15   14   29   1.37741E-07   4.74968E-09
   16   14   30   1.48200E-07   4.93999E-09
   16   15   31   3.40690E-07   1.09900E-08
   16   16   32   6.12306E-07   1.91346E-08
   17   16   33   2.66314E-07   8.07012E-09
   18   16   34   4.68316E-07   1.37740E-08
   20   16   36   7.71139E-07   2.14205E-08
   18   17   35   2.28139E-07   6.51827E-09
   20   17   37   5.10209E-07   1.37894E-08
   18   18   36   2.32382E-11   6.45505E-13
   20   18   38   5.50528E-07   1.44876E-08
   22   18   40   1.77556E-06   4.43889E-08
   20   19   39   2.06799E-07   5.30254E-09
   21   19   40   2.34056E-14   5.85140E-16
   22   19   41   2.86167E-07   6.97967E-09
   20   20   40   3.25377E-16   8.13443E-18
   22   20   42   4.47702E-06   1.06596E-07
   23   20   43   1.83304E-07   4.26289E-09
   24   20   44   4.56188E-07   1.03679E-08
   26   20   46   7.50464E-07   1.63144E-08
   28   20   48   2.06490E-05   4.30187E-07
   24   21   45   3.59108E-07   7.98018E-09
   24   22   46   3.90815E-18   8.49598E-20
   25   22   47   1.20596E-06   2.56587E-08
   26   22   48   3.32569E-13   6.92853E-15
   27   22   49   1.32427E-06   2.70260E-08
   28   22   50   4.90178E-06   9.80356E-08
   27   23   50   1.09630E-20   2.19261E-22
   28   23   51   3.06222E-05   6.00435E-07
   26   24   50   2.14404E-22   4.28808E-24
   28   24   52   7.22194E-05   1.38883E-06
   29   24   53   1.35931E-06   2.56473E-08
   30   24   54   4.33581E-07   8.02927E-09
   30   25   55   1.75804E-07   3.19643E-09
   28   26   54   1.16881E-21   2.16447E-23
   30   26   56   1.77487E-04   3.16942E-06
   31   26   57   7.58817E-06   1.33126E-07
   32   26   58   1.41852E-05   2.44572E-07
   32   27   59   5.32435E-06   9.02433E-08
   30   28   58   3.70932E-22   6.39537E-24
   32   28   60   9.97843E-07   1.66307E-08
   33   28   61   5.87394E-06   9.62940E-08
   34   28   62   3.87790E-06   6.25467E-08
   36   28   64   4.21745E-04   6.58977E-06
   34   29   63   1.92261E-06   3.05177E-08
   36   29   65   2.94473E-05   4.53036E-07
   34   30   64   2.29797E-21   3.59058E-23
   36   30   66   3.29309E-06   4.98954E-08
   37   30   67   2.88693E-05   4.30884E-07
   38   30   68   5.85314E-05   8.60756E-07
   40   30   70   6.21987E-04   8.88554E-06
   38   31   69   2.22019E-05   3.21766E-07
   40   31   71   5.08939E-05   7.16815E-07
   38   32   70   1.44274E-21   2.06106E-23
   40   32   72   2.45341E-04   3.40751E-06
   41   32   73   6.24394E-05   8.55335E-07
   42   32   74   1.82378E-05   2.46457E-07
   44   32   76   1.62066E-04   2.13244E-06
   42   33   75   1.75800E-05   2.34399E-07
   40   34   74   5.61172E-22   7.58340E-24
   42   34   76   2.36221E-21   3.10818E-23
   43   34   77   3.49900E-05   4.54416E-07
   44   34   78   1.68452E-03   2.15964E-05
   46   34   80   3.13035E-03   3.91293E-05
   48   34   82   1.88650E-03   2.30061E-05
   44   35   79   1.00128E-04   1.26745E-06
   46   35   81   3.43162E-04   4.23656E-06
   42   36   78   3.65641E-22   4.68770E-24
   44   36   80   8.23725E-22   1.02966E-23
   46   36   82   3.89085E-21   4.74494E-23
   47   36   83   9.25956E-05   1.11561E-06
   48   36   84   3.03474E-03   3.61278E-05
   50   36   86   7.25395E-05   8.43482E-07
   48   37   85   4.68700E-04   5.51412E-06
   50   37   87   1.32214E-04   1.51970E-06
   46   38   84   5.69515E-22   6.77994E-24
   48   38   86   2.69160E-21   3.12977E-23
   49   38   87   2.23268E-21   2.56630E-23
   50   38   88   1.35940E-02   1.54477E-04
   50   39   89   5.27772E-04   5.93002E-06
   50   40   90   3.46611E-03   3.85123E-05
   51   40   91   4.27351E-03   4.69617E-05
   52   40   92   4.54479E-04   4.93999E-06
   54   40   94   9.29501E-03   9.88831E-05
   56   40   96   7.29722E-02   7.60127E-04
   52   41   93   7.32254E-04   7.87370E-06
   50   42   92   3.36531E-22   3.65794E-24
   52   42   94   3.45711E-22   3.67777E-24
   53   42   95   3.03499E-02   3.19472E-04
   54   42   96   3.33136E-07   3.47016E-09
   55   42   97   1.21524E-02   1.25282E-04
   56   42   98   7.28794E-03   7.43668E-05
   58   42  100   1.98233E-02   1.98233E-04
   52   44   96   2.84989E-23   2.96864E-25
   54   44   98   3.45384E-23   3.52433E-25
   55   44   99   9.08786E-03   9.17966E-05
   56   44  100   4.10505E-19   4.10505E-21
   57   44  101   1.40328E-02   1.38939E-04
   58   44  102   7.21925E-02   7.07770E-04
   60   44  104   6.62004E-03   6.36542E-05
   58   45  103   3.55225E-02   3.44879E-04
   56   46  102   2.83027E-28   2.77477E-30
   58   46  104   6.28845E-23   6.04659E-25
   59   46  105   1.52423E-02   1.45164E-04
   60   46  106   6.28031E-03   5.92482E-05
   62   46  108   2.56080E-02   2.37111E-04
   64   46  110   1.24154E-03   1.12867E-05
